Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon
Guitarra eléctrica,Instrumentos musicales,613900.0,30900.0,01/06/2021,Santiago Silva,Bogotá,5,Cupón,1,4.60971,-74.08175
Balón de baloncesto,Deportes y diversión,27600.0,10200.0,12/10/2022,Camila Rivera,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225
Microondas,Electrodomésticos,508000.0,25200.0,01/04/2022,Camila Rivera,Bogotá,5,Nequi,1,4.60971,-74.08175
Mesa de comedor,Muebles,350000.0,18900.0,02/07/2021,Felipe Santos,Bogotá,4,Cupón,1,4.60971,-74.08175
Auriculares con micrófono,Electrónicos,52000.0,3300.0,27/10/2022,Beatriz Morales,Pereira,5,Nequi,1,4.81333,-75.69611
Dashboards con Power BI,Libros,31000.0,2000.0,31/07/2022,Juan Fernandez,Pereira,5,Tarjeta de crédito,12,4.81333,-75.69611
Smart TV,Electrónicos,1412200.0,75700.0,18/06/2021,Felipe Santos,Manizales,3,Nequi,1,5.06889,-75.51738
Ciencia de datos con Python,Libros,56300.0,3400.0,09/12/2022,Pedro Gomez,Pereira,4,Tarjeta de crédito,10,4.81333,-75.69611
TV LED UHD 4K,Electrónicos,2666500.0,142500.0,21/08/2021,Juliana Costa,Medellín,4,Tarjeta de crédito,6,6.25184,-75.56359
Lavadora de ropa,Electrodomésticos,1299300.0,67400.0,01/03/2022,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Celular ABXY,Electrónicos,1238100.0,64100.0,27/10/2022,Felipe Santos,Cali,3,Cupón,1,3.43722,-76.5225
Silla de oficina,Muebles,302300.0,16500.0,01/05/2022,Juliana Costa,Medellín,1,Nequi,1,6.25184,-75.56359
Mesa de noche,Muebles,319100.0,17200.0,15/05/2021,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175
Ajedrez de madera,Juguetes,19400.0,1500.0,20/01/2021,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175
Iniciando en programación,Libros,52500.0,1000.0,25/01/2020,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Mochila,Deportes y diversión,83700.0,2600.0,19/11/2020,Juan Fernandez,Cúcuta,3,Tarjeta de crédito,2,7.89391,-72.50782
Muñeca bebé,Juguetes,39000.0,6800.0,12/07/2020,Ángel Rodriguez,Bogotá,4,Nequi,1,4.60971,-74.08175
Armario,Muebles,471500.0,27500.0,03/07/2020,Blanca Ramirez,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359
Ajedrez de madera,Juguetes,29100.0,0.0,17/07/2022,Beatriz Morales,Bogotá,5,Nequi,1,4.60971,-74.08175
Microondas,Electrodomésticos,310100.0,14700.0,25/02/2022,Ángel Rodriguez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,2292400.0,122300.0,28/01/2021,Juliana Costa,Bogotá,1,Nequi,1,4.60971,-74.08175
Bloques de construcción,Juguetes,34300.0,2200.0,20/11/2020,Camila Rivera,Cúcuta,5,Tarjeta de crédito,5,7.89391,-72.50782
Bicicleta,Deportes y diversión,517700.0,28000.0,09/06/2021,Mariana Herrera,Pereira,5,Tarjeta de crédito,10,4.81333,-75.69611
Lavavajillas,Electrodomésticos,1185500.0,63800.0,09/02/2023,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,31000.0,0.0,23/02/2023,Beatriz Morales,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175
Refrigerador,Electrodomésticos,2132400.0,111700.0,11/09/2021,Felipe Santos,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Guitarra acústica,Instrumentos musicales,302300.0,16300.0,09/08/2020,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175
Auriculares con micrófono,Electrónicos,257800.0,11900.0,14/02/2022,Juan Fernandez,Bucaramanga,1,Tarjeta de crédito,1,7.12539,-73.1198
Auriculares con micrófono,Electrónicos,215300.0,11900.0,02/06/2022,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Set de ollas,Artículos para el hogar,162700.0,9100.0,02/12/2021,Felipe Santos,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Iphone 15,Electrónicos,1453300.0,79800.0,25/08/2020,Juliana Costa,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225
Silla de oficina,Muebles,453700.0,22300.0,15/04/2020,Izabela de León,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175
Secadora de ropa,Electrodomésticos,1350600.0,72600.0,18/02/2023,Camila Rivera,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Set de vasos,Artículos para el hogar,26000.0,0.0,21/07/2022,Santiago Silva,Barranquilla,1,Tarjeta de crédito,1,10.96854,-74.78132
Balón de voleibol,Deportes y diversión,56100.0,3200.0,05/06/2022,Juan Fernandez,Cali,4,Tarjeta de crédito,5,3.43722,-76.5225
Vaso térmico,Deportes y diversión,28100.0,0.0,08/05/2022,Blanca Ramirez,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175
Iphone 15,Electrónicos,2312500.0,127900.0,10/03/2021,Santiago Silva,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175
Asistente virtual,Electrónicos,179000.0,7700.0,23/11/2021,Rafael Acosta,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175
Estufa,Electrodomésticos,532500.0,28600.0,14/02/2021,Santiago Silva,Leticia,3,Nequi,1,-4.21528,-69.94056
Mesa de noche,Muebles,323400.0,17600.0,23/11/2021,Mariana Herrera,Riohacha,1,Tarjeta de crédito,1,11.54444,-72.90722
Dashboards con Power BI,Libros,28200.0,2200.0,24/01/2021,Felipe Santos,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175
Tablet ABXY,Electrónicos,1143800.0,61100.0,26/10/2020,Beatriz Morales,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Modelado predictivo,Libros,52700.0,1000.0,23/11/2020,Juliana Costa,Cali,4,Nequi,1,3.43722,-76.5225
Modelado predictivo,Libros,77100.0,2300.0,27/04/2020,Lucas Olivera,Pereira,3,Tarjeta de crédito,1,4.81333,-75.69611
Refrigerador,Electrodomésticos,1908200.0,102000.0,22/04/2022,Mariana Herrera,Medellín,4,Tarjeta de crédito,6,6.25184,-75.56359
Juego de mesa,Juguetes,178900.0,7700.0,07/03/2022,Juliana Costa,Bogotá,1,Nequi,1,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,1734300.0,92700.0,25/08/2021,Juan Fernandez,Cali,4,Tarjeta de crédito,8,3.43722,-76.5225
Impresora,Electrónicos,328800.0,15700.0,25/03/2022,Santiago Silva,Santa Marta,4,Nequi,1,11.24079,-74.19904
Bicicleta,Deportes y diversión,415400.0,20300.0,05/03/2023,Izabela de León,Bogotá,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electrónicos,1179300.0,61000.0,21/09/2021,Santiago Silva,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Refrigerador,Electrodomésticos,2549300.0,136800.0,21/07/2020,Rafael Acosta,Bogotá,5,Nequi,1,4.60971,-74.08175
Mochila,Deportes y diversión,90600.0,5000.0,14/09/2022,Felipe Santos,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359
Cuerda para saltar,Deportes y diversión,21200.0,5800.0,14/08/2022,Izabela de León,Medellín,3,Cupón,1,6.25184,-75.56359
Olla de presión,Artículos para el hogar,64800.0,1600.0,23/07/2020,Rafael Acosta,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175
Mochila,Deportes y diversión,105600.0,5800.0,15/09/2020,Maria Alfonso,Barranquilla,4,Tarjeta de crédito,3,10.96854,-74.78132
Secadora de ropa,Electrodomésticos,971200.0,52100.0,25/04/2020,Lucas Olivera,Bogotá,4,Cupón,1,4.60971,-74.08175
Silla de oficina,Muebles,392900.0,19100.0,18/05/2020,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,41100.0,0.0,27/08/2021,Ángel Rodriguez,Cali,4,Nequi,1,3.43722,-76.5225
Cama king,Muebles,865600.0,46300.0,20/01/2023,Santiago Silva,Medellín,4,Tarjeta de crédito,5,6.25184,-75.56359
Iniciando en programación,Libros,57900.0,3700.0,18/02/2023,Juliana Costa,Bogotá,4,Tarjeta de crédito,5,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,2045300.0,109100.0,20/09/2021,Blanca Ramirez,Cartagena,4,Cupón,1,10.39972,-75.51444
Smart TV,Electrónicos,1756800.0,102300.0,10/02/2023,Lucas Olivera,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175
Modelado predictivo,Libros,79300.0,4900.0,23/09/2021,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Smart TV,Electrónicos,1214600.0,62900.0,19/03/2023,Camila Rivera,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175
Tablet ABXY,Electrónicos,1112800.0,59600.0,16/08/2022,Rafael Acosta,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444
Dashboards con Power BI,Libros,31300.0,2100.0,01/02/2022,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,48000.0,0.0,02/08/2020,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Balón de voleibol,Deportes y diversión,43100.0,0.0,01/06/2020,Maria Alfonso,Bogotá,4,Nequi,1,4.60971,-74.08175
Cubertería,Artículos para el hogar,57700.0,3700.0,01/04/2022,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175
Silla de oficina,Muebles,343500.0,16500.0,16/03/2023,Beatriz Morales,Medellín,5,Nequi,1,6.25184,-75.56359
Silla de oficina,Muebles,236300.0,10800.0,21/10/2022,Beatriz Morales,Medellín,1,Nequi,1,6.25184,-75.56359
Refrigerador,Electrodomésticos,2190600.0,116900.0,14/04/2020,Beatriz Morales,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Guitarra eléctrica,Instrumentos musicales,864800.0,44200.0,22/01/2023,Beatriz Morales,Cúcuta,1,Tarjeta de crédito,10,7.89391,-72.50782
Carrito de control remoto,Juguetes,70500.0,1900.0,13/03/2022,Izabela de León,Cali,3,Nequi,1,3.43722,-76.5225
Mochila,Deportes y diversión,90100.0,3000.0,10/02/2023,Izabela de León,Pereira,2,Tarjeta de crédito,1,4.81333,-75.69611
Cubo mágico 8x8,Juguetes,19300.0,0.0,04/03/2020,Rafael Acosta,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Modelado predictivo,Libros,68400.0,3900.0,08/05/2020,Mariana Herrera,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175
Refrigerador,Electrodomésticos,1905600.0,110200.0,13/11/2020,Santiago Silva,Pasto,4,Tarjeta de crédito,6,1.21361,-77.28111
Mesa de noche,Muebles,312400.0,19000.0,24/10/2020,Camila Rivera,Bogotá,1,Nequi,1,4.60971,-74.08175
Modelado predictivo,Libros,56400.0,1200.0,10/06/2021,Santiago Silva,Bogotá,5,Nequi,1,4.60971,-74.08175
Juego de mesa,Juguetes,113000.0,6700.0,07/03/2020,Santiago Silva,Cali,4,Tarjeta de crédito,5,3.43722,-76.5225
Mochila,Deportes y diversión,103800.0,5700.0,04/10/2022,Juan Fernandez,Medellín,2,Tarjeta de crédito,2,6.25184,-75.56359
Mochila,Deportes y diversión,103900.0,3700.0,19/09/2021,Juan Fernandez,Bogotá,5,Nequi,1,4.60971,-74.08175
Sofá reclinable,Muebles,693900.0,42600.0,23/02/2023,Felipe Santos,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175
Tablet ABXY,Electrónicos,728500.0,37000.0,04/08/2021,Rafael Acosta,Bogotá,5,Cupón,1,4.60971,-74.08175
Sofá reclinable,Muebles,680200.0,34400.0,08/07/2021,Juliana Costa,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175
Modelado predictivo,Libros,52100.0,1000.0,20/02/2021,Maria Alfonso,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Tablet ABXY,Electrónicos,1114400.0,57500.0,29/04/2020,Izabela de León,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Armario,Muebles,509000.0,27500.0,02/07/2022,Juliana Costa,Pereira,4,Tarjeta de crédito,1,4.81333,-75.69611
Vaso térmico,Deportes y diversión,36000.0,2300.0,25/03/2021,Mariana Herrera,Leticia,4,Tarjeta de crédito,8,-4.21528,-69.94056
Batería,Instrumentos musicales,514500.0,25600.0,30/09/2022,Juliana Costa,Bogotá,2,Tarjeta de crédito,2,4.60971,-74.08175
Balón de baloncesto,Deportes y diversión,31200.0,0.0,04/08/2022,Ángel Rodriguez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225
Cubo mágico 8x8,Juguetes,21300.0,0.0,21/01/2020,Mariana Herrera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Cama king,Muebles,801200.0,40900.0,13/10/2022,Felipe Santos,Cali,1,Tarjeta de crédito,10,3.43722,-76.5225
Lavavajillas,Electrodomésticos,1004900.0,51700.0,23/04/2022,Maria Alfonso,Cali,3,Tarjeta de crédito,10,3.43722,-76.5225
Bicicleta,Deportes y diversión,342700.0,20600.0,27/02/2020,Camila Rivera,Santa Marta,5,Tarjeta de crédito,5,11.24079,-74.19904
Mesa de comedor,Muebles,264800.0,14800.0,06/12/2022,Pedro Gomez,Cali,1,Tarjeta de crédito,6,3.43722,-76.5225
Smartwatch,Electrónicos,191300.0,8400.0,21/12/2021,Camila Rivera,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175
Auriculares,Electrónicos,57300.0,1200.0,20/02/2021,Ángel Rodriguez,Medellín,4,Tarjeta de crédito,3,6.25184,-75.56359
Impresora,Electrónicos,310800.0,14700.0,25/11/2020,Juan Fernandez,Cali,1,Tarjeta de crédito,2,3.43722,-76.5225
Olla de presión,Artículos para el hogar,68500.0,1800.0,04/10/2020,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,55800.0,3200.0,01/12/2021,Felipe Santos,Leticia,5,Nequi,1,-4.21528,-69.94056
Mesa de noche,Muebles,294200.0,16100.0,11/08/2022,Camila Rivera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,74800.0,2200.0,11/03/2021,Santiago Silva,Medellín,3,Tarjeta de crédito,8,6.25184,-75.56359
Iniciando en programación,Libros,62100.0,3700.0,29/04/2022,Blanca Ramirez,Cali,5,Tarjeta de crédito,4,3.43722,-76.5225
Refrigerador,Electrodomésticos,1995200.0,107300.0,11/05/2020,Maria Alfonso,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175
Modelado predictivo,Libros,54800.0,1100.0,27/06/2022,Pedro Gomez,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175
Asistente virtual,Electrónicos,297700.0,16100.0,16/07/2020,Juan Fernandez,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175
Iphone 15,Electrónicos,1969900.0,103100.0,30/03/2023,Camila Rivera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Mesa de noche,Muebles,329700.0,15700.0,09/03/2021,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Armario,Muebles,463100.0,25400.0,24/01/2022,Camila Rivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Bloques de construcción,Juguetes,25900.0,0.0,21/11/2020,Lucas Olivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,27400.0,0.0,23/02/2021,Mariana Herrera,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359
Auriculares con micrófono,Electrónicos,57200.0,3300.0,23/10/2021,Maria Alfonso,Medellín,4,Nequi,1,6.25184,-75.56359
Guitarra acústica,Instrumentos musicales,222900.0,10100.0,11/08/2020,Felipe Santos,Pereira,2,Cupón,1,4.81333,-75.69611
Celular ABXY,Electrónicos,1259800.0,67300.0,21/02/2020,Ángel Rodriguez,Pereira,1,Nequi,1,4.81333,-75.69611
TV LED UHD 4K,Electrónicos,1678500.0,87600.0,03/10/2020,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Batería,Instrumentos musicales,1068500.0,60300.0,15/09/2020,Izabela de León,Bogotá,1,Nequi,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,62900.0,1500.0,25/03/2021,Lucas Olivera,Medellín,3,Nequi,1,6.25184,-75.56359
Armario,Muebles,458500.0,22600.0,28/08/2022,Lucas Olivera,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Smartwatch,Electrónicos,209500.0,11400.0,16/05/2022,Lucas Olivera,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Cama king,Muebles,521200.0,25900.0,19/04/2020,Ángel Rodriguez,Bogotá,5,Nequi,1,4.60971,-74.08175
Bloques de construcción,Juguetes,43100.0,0.0,20/09/2022,Maria Alfonso,Santa Marta,5,Tarjeta de crédito,4,11.24079,-74.19904
Bicicleta,Deportes y diversión,626800.0,33600.0,20/06/2020,Beatriz Morales,Bogotá,1,Tarjeta de crédito,10,4.60971,-74.08175
Bicicleta,Deportes y diversión,426400.0,23100.0,04/08/2022,Juliana Costa,Bogotá,4,Nequi,1,4.60971,-74.08175
Lavadora de ropa,Electrodomésticos,1243300.0,64400.0,17/02/2020,Santiago Silva,Bogotá,4,Cupón,1,4.60971,-74.08175
Set de ollas,Artículos para el hogar,107300.0,9100.0,10/03/2020,Camila Rivera,Santa Marta,3,Tarjeta de crédito,4,11.24079,-74.19904
Estufa,Electrodomésticos,971200.0,49900.0,22/06/2021,Beatriz Morales,Bogotá,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electrónicos,924800.0,47400.0,18/11/2021,Lucas Olivera,Cartagena,4,Tarjeta de crédito,1,10.39972,-75.51444
Tablet ABXY,Electrónicos,1398100.0,72600.0,09/10/2021,Ángel Rodriguez,Bucaramanga,4,Nequi,1,7.12539,-73.1198
Impresora,Electrónicos,289000.0,13600.0,29/01/2023,Pedro Gomez,Cali,5,Nequi,1,3.43722,-76.5225
Ajedrez de madera,Juguetes,31500.0,2100.0,14/05/2022,Blanca Ramirez,Bogotá,5,Cupón,1,4.60971,-74.08175
Lavavajillas,Electrodomésticos,1570900.0,84000.0,26/07/2020,Camila Rivera,Bogotá,1,Nequi,1,4.60971,-74.08175
Lavadora de ropa,Electrodomésticos,1506400.0,80400.0,22/03/2022,Maria Alfonso,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Mesa de comedor,Muebles,223300.0,12100.0,17/02/2021,Rafael Acosta,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Refrigerador,Electrodomésticos,1428100.0,76700.0,20/04/2022,Mariana Herrera,Cúcuta,5,Nequi,1,7.89391,-72.50782
Sofá reclinable,Muebles,696900.0,35300.0,23/01/2021,Izabela de León,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Auriculares con micrófono,Electrónicos,224700.0,14300.0,10/03/2023,Ángel Rodriguez,Cúcuta,5,Nequi,1,7.89391,-72.50782
Silla de oficina,Muebles,278100.0,15000.0,24/11/2020,Mariana Herrera,Cali,5,Nequi,1,3.43722,-76.5225
Secadora de ropa,Electrodomésticos,622000.0,33800.0,09/04/2022,Juan Fernandez,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175
Batería,Instrumentos musicales,730500.0,39300.0,26/07/2021,Felipe Santos,Medellín,5,Nequi,1,6.25184,-75.56359
Tablet ABXY,Electrónicos,1095900.0,56500.0,01/09/2021,Felipe Santos,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175
Dinosaurio Rex,Juguetes,15000.0,1000.0,21/06/2020,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175
Lavadora de ropa,Electrodomésticos,1324300.0,75200.0,21/09/2022,Camila Rivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Sillón,Muebles,252500.0,14100.0,02/01/2023,Juan Fernandez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,12600.0,3000.0,05/03/2023,Rafael Acosta,Cali,4,Tarjeta de crédito,4,3.43722,-76.5225
Mochila,Deportes y diversión,105800.0,3800.0,28/11/2021,Pedro Gomez,Medellín,3,Nequi,1,6.25184,-75.56359
Mesa de comedor,Muebles,178900.0,7700.0,08/11/2022,Rafael Acosta,Pereira,2,Cupón,1,4.81333,-75.69611
Microondas,Electrodomésticos,520000.0,25900.0,11/11/2021,Juliana Costa,Medellín,5,Nequi,1,6.25184,-75.56359
Kit de bancas,Muebles,260600.0,15100.0,04/09/2020,Camila Rivera,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359
Auriculares con micrófono,Electrónicos,102500.0,3600.0,24/04/2021,Juan Fernandez,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Impresora,Electrónicos,289300.0,13600.0,09/03/2022,Ángel Rodriguez,Barranquilla,5,Tarjeta de crédito,4,10.96854,-74.78132
TV LED UHD 4K,Electrónicos,2249400.0,118000.0,13/06/2021,Santiago Silva,Bogotá,4,Nequi,1,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,2636500.0,138600.0,06/07/2021,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175
Bicicleta,Deportes y diversión,524500.0,28100.0,19/11/2022,Juliana Costa,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Refrigerador,Electrodomésticos,2356900.0,123700.0,26/02/2022,Maria Alfonso,Cali,5,Tarjeta de crédito,3,3.43722,-76.5225
Mesa de noche,Muebles,233400.0,17100.0,19/02/2023,Juliana Costa,Bogotá,2,Tarjeta de crédito,2,4.60971,-74.08175
Juego de mesa,Juguetes,143000.0,5800.0,12/05/2021,Juan Fernandez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
TV LED UHD 4K,Electrónicos,1824500.0,95300.0,19/01/2023,Felipe Santos,Medellín,4,Nequi,1,6.25184,-75.56359
Juego de mesa,Juguetes,115200.0,6300.0,09/01/2021,Rafael Acosta,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225
Set de vasos,Artículos para el hogar,41400.0,2400.0,28/11/2022,Mariana Herrera,Medellín,1,Tarjeta de crédito,4,6.25184,-75.56359
Balón de voleibol,Deportes y diversión,49500.0,2800.0,15/10/2021,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Cama box,Muebles,613600.0,33100.0,29/05/2022,Izabela de León,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,18600.0,0.0,26/10/2020,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Armario,Muebles,489200.0,24200.0,11/10/2020,Juliana Costa,Bogotá,1,Tarjeta de crédito,2,4.60971,-74.08175
Tablet ABXY,Electrónicos,1873500.0,97900.0,25/02/2023,Maria Alfonso,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Celular ABXY,Electrónicos,1300600.0,73900.0,03/01/2021,Juan Fernandez,Pereira,4,Tarjeta de crédito,4,4.81333,-75.69611
Cubertería,Artículos para el hogar,54300.0,3300.0,12/09/2020,Rafael Acosta,Riohacha,1,Tarjeta de crédito,8,11.54444,-72.90722
Iphone 15,Electrónicos,1846600.0,96500.0,08/04/2020,Beatriz Morales,Cali,5,Cupón,1,3.43722,-76.5225
Tablet ABXY,Electrónicos,951000.0,55400.0,04/02/2021,Camila Rivera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175
Iphone 15,Electrónicos,1818400.0,97500.0,13/10/2021,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Cama king,Muebles,495300.0,26600.0,01/02/2021,Juliana Costa,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Guitarra acústica,Instrumentos musicales,382400.0,21000.0,28/02/2020,Pedro Gomez,Barranquilla,4,Tarjeta de crédito,3,10.96854,-74.78132
Auriculares con micrófono,Electrónicos,243500.0,11200.0,08/04/2021,Pedro Gomez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225
Estufa,Electrodomésticos,478600.0,26500.0,28/01/2023,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Muñeca bebé,Juguetes,57800.0,1300.0,24/02/2023,Lucas Olivera,Barranquilla,5,Tarjeta de crédito,6,10.96854,-74.78132
Cuerda para saltar,Deportes y diversión,24700.0,8100.0,13/10/2022,Rafael Acosta,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175
Muñeca bebé,Juguetes,44000.0,2700.0,03/04/2021,Izabela de León,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359
Smart TV,Electrónicos,1727500.0,93000.0,22/04/2021,Felipe Santos,Medellín,5,Cupón,1,6.25184,-75.56359
Impresora,Electrónicos,354600.0,19100.0,31/12/2022,Camila Rivera,Leticia,4,Tarjeta de crédito,3,-4.21528,-69.94056
Iniciando en programación,Libros,62200.0,3700.0,19/04/2020,Mariana Herrera,Medellín,5,Nequi,1,6.25184,-75.56359
Cubo mágico 8x8,Juguetes,10800.0,0.0,31/01/2020,Juliana Costa,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359
Smart TV,Electrónicos,1509100.0,80900.0,07/12/2022,Juan Fernandez,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359
Celular ABXY,Electrónicos,842400.0,45500.0,14/10/2021,Santiago Silva,Medellín,1,Nequi,1,6.25184,-75.56359
Cama box,Muebles,584100.0,29300.0,11/12/2020,Mariana Herrera,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359
Guitarra acústica,Instrumentos musicales,218100.0,12300.0,05/11/2021,Camila Rivera,Medellín,5,Nequi,1,6.25184,-75.56359
Tablet ABXY,Electrónicos,1050000.0,56600.0,25/09/2022,Felipe Santos,Bogotá,3,Tarjeta de débito,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,36000.0,2100.0,23/10/2022,Beatriz Morales,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Iniciando en programación,Libros,57000.0,3400.0,07/02/2021,Maria Alfonso,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175
Armario,Muebles,493200.0,24400.0,07/08/2021,Mariana Herrera,Bogotá,2,Nequi,1,4.60971,-74.08175
Guitarra eléctrica,Instrumentos musicales,697900.0,41900.0,11/08/2022,Juan Fernandez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175
Balón de voleibol,Deportes y diversión,56300.0,1200.0,17/12/2021,Beatriz Morales,Cali,5,Nequi,1,3.43722,-76.5225
Mesa de noche,Muebles,268100.0,14500.0,19/09/2021,Blanca Ramirez,Cali,5,Nequi,1,3.43722,-76.5225
Estufa,Electrodomésticos,489500.0,26700.0,29/11/2021,Rafael Acosta,Leticia,5,Tarjeta de crédito,7,-4.21528,-69.94056
Pandereta,Instrumentos musicales,82000.0,9200.0,24/04/2020,Camila Rivera,Cali,1,Cupón,1,3.43722,-76.5225
Guitarra eléctrica,Instrumentos musicales,751600.0,47400.0,21/03/2020,Blanca Ramirez,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359
Balón de baloncesto,Deportes y diversión,48200.0,800.0,10/05/2022,Blanca Ramirez,Bogotá,5,Nequi,1,4.60971,-74.08175
